"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"468","down","hsa04974","Protein digestion and absorption","11/746","92/7064",0.378940673868419,0.918662182033289,0.843883861233586,"477/1307/255631/1301/6520/6547/482/256076/84570/340267/1287",11
"469","down","hsa04014","Ras signaling pathway","25/746","220/7064",0.379245736559226,0.918662182033289,0.843883861233586,"5567/2786/7423/5869/29110/22821/801/5336/5595/5338/4763/5605/8605/25780/805/5335/57186/5594/8398/387/2261/3815/2246/2260/2902",25
"470","down","hsa04012","ErbB signaling pathway","10/746","83/7064",0.379508700467123,0.918662182033289,0.843883861233586,"2475/818/2065/5336/5595/5605/5335/5594/817/5747",10
"471","down","hsa05163","Human cytomegalovirus infection","23/746","202/7064",0.382943751752811,0.918662182033289,0.843883861233586,"5567/2475/842/9826/2786/29110/7132/3709/801/567/113/2775/5595/6348/5605/805/23236/5594/2771/387/114/5747/7186",23
"472","down","hsa05017","Spinocerebellar ataxia","16/746","138/7064",0.385153399299671,0.918662182033289,0.843883861233586,"2475/9698/10524/23130/3709/6311/9706/8678/6261/23236/25814/5708/5649/7186/2902/116443",16
"473","down","hsa00140","Steroid hormone biosynthesis","5/746","39/7064",0.395464036013857,0.924912730948213,0.849625620779496,"1571/374875/1312/7923/412",5
"474","down","hsa05213","Endometrial cancer","7/746","58/7064",0.414791000292142,0.924912730948213,0.849625620779496,"842/5595/8313/10297/5605/1496/5594",7
"475","down","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","3/746","22/7064",0.41489189149712,0.924912730948213,0.849625620779496,"9348/64579/3340",3
"476","down","hsa05200","Pathways in cancer","53/746","485/7064",0.415747865595576,0.924912730948213,0.849625620779496,"3595/5567/2946/388585/2475/842/9826/7175/183/2786/818/7423/7296/801/9252/9915/113/5336/6923/5595/5338/1856/8313/284217/10297/5605/9817/2057/25780/1496/805/23236/5335/5594/2771/387/2261/3815/64399/817/2246/3326/23493/3910/2737/4824/2260/114/5747/7186/4851/1287/1438",53
"477","down","hsa00480","Glutathione metabolism","6/746","49/7064",0.416282823321898,0.924912730948213,0.849625620779496,"2946/9588/6723/2729/26873/2539",6
"478","down","hsa00640","Propanoate metabolism","4/746","31/7064",0.417214474131261,0.924912730948213,0.849625620779496,"3939/18/31/5096",4
"479","down","hsa04215","Apoptosis - multiple species","4/746","31/7064",0.417214474131261,0.924912730948213,0.849625620779496,"842/7132/8678/57448",4
"480","down","hsa00071","Fatty acid degradation","5/746","40/7064",0.417257716867539,0.924912730948213,0.849625620779496,"217/30/501/39/2182",5
"481","down","hsa05219","Bladder cancer","5/746","40/7064",0.417257716867539,0.924912730948213,0.849625620779496,"9252/5595/5605/5594/2261",5
"482","down","hsa04144","Endocytosis","27/746","243/7064",0.419532856161759,0.924912730948213,0.849625620779496,"9829/116983/832/2060/161/84364/408/5869/9101/9798/5338/22905/84440/163/9146/23327/1785/10617/274/7879/64145/387/2261/9765/84249/60682/51534",27
"483","down","hsa04070","Phosphatidylinositol signaling system","11/746","95/7064",0.421070776257423,0.924912730948213,0.849625620779496,"3709/160851/801/3705/5336/8396/805/8760/23236/5335/1607",11
"484","down","hsa05167","Kaposi sarcoma-associated herpesvirus infection","19/746","169/7064",0.422242768476358,0.924912730948213,0.849625620779496,"2475/842/2786/29110/7132/3709/801/5336/5595/23533/8678/5605/805/84557/5335/57580/5594/7098/7186",19
"485","down","hsa04722","Neurotrophin signaling pathway","13/746","114/7064",0.428573440179654,0.932436809039518,0.856537245309266,"818/801/9252/4916/5336/5595/5605/805/5335/5594/387/817/8767",13
"486","down","hsa04710","Circadian rhythm","4/746","32/7064",0.441835839388381,0.940482731158865,0.863928236206738,"8863/1408/79365/1453",4
"487","down","hsa04950","Maturity onset diabetes of the young","2/746","14/7064",0.444035143953205,0.940482731158865,0.863928236206738,"5080/2645",2
"488","down","hsa03060","Protein export","3/746","23/7064",0.444133659303268,0.940482731158865,0.863928236206738,"55176/7095/6731",3
"489","down","hsa04918","Thyroid hormone synthesis","8/746","69/7064",0.446367624485855,0.940482731158865,0.863928236206738,"5567/477/3709/113/482/23236/821/114",8
"490","down","hsa05205","Proteoglycans in cancer","21/746","190/7064",0.446875334991635,0.940482731158865,0.863928236206738,"5567/4660/2475/818/5962/2065/3709/84309/5336/5595/71/5605/5335/5594/387/287/817/2318/6383/2260/5747",21
"491","down","hsa04664","Fc epsilon RI signaling pathway","7/746","60/7064",0.450637606145332,0.942242267394786,0.865544547688574,"5336/5595/5605/8605/5335/5594/2534",7
"492","down","hsa01521","EGFR tyrosine kinase inhibitor resistance","9/746","79/7064",0.457980017267603,0.949976417592239,0.872649144633603,"2475/2065/5336/5595/4763/5605/5335/5594/2261",9
"493","down","hsa00500","Starch and sucrose metabolism","4/746","33/7064",0.466137496830974,0.949976417592239,0.872649144633603,"283209/5834/2645/8908",4
"494","down","hsa04130","SNARE interactions in vesicular transport","4/746","33/7064",0.466137496830974,0.949976417592239,0.872649144633603,"6810/8417/10652/6804",4
"495","down","hsa05143","African trypanosomiasis","4/746","33/7064",0.466137496830974,0.949976417592239,0.872649144633603,"7412/7064/23236/3910",4
"496","down","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","3/746","24/7064",0.472780746999089,0.951471253335666,0.874022302018052,"9091/51604/84720",3
"497","down","hsa00591","Linoleic acid metabolism","3/746","24/7064",0.472780746999089,0.951471253335666,0.874022302018052,"1571/8605/8398",3
"498","down","hsa00053","Ascorbate and aldarate metabolism","2/746","15/7064",0.480669830157669,0.959531607531358,0.881426550233121,"217/501",2
"499","down","hsa04520","Adherens junction","10/746","90/7064",0.482745715590311,0.959531607531358,0.881426550233121,"5792/7082/5595/71/1496/1457/5594/387/2534/2260",10
"500","down","hsa04975","Fat digestion and absorption","4/746","34/7064",0.490048240113881,0.968070756543985,0.889270619773978,"8613/4547/39/19",4
"501","down","hsa04936","Alcoholic liver disease","13/746","120/7064",0.505299769761562,0.992112962580627,0.911355810673933,"6319/1571/29110/217/7132/6720/31/2194/79966/501/717/720/721",13
"502","down","hsa00760","Nicotinate and nicotinamide metabolism","4/746","35/7064",0.513504972220242,0.998088689838028,0.916845118811657,"84618/23475/22933/133686",4
"503","down","hsa04621","NOD-like receptor signaling pathway","17/746","159/7064",0.517178624641239,0.998088689838028,0.916845118811657,"9927/3428/140609/29110/3709/7158/5595/51393/22861/5585/23236/84557/5594/387/3326/8767/7186",17
"504","down","hsa04926","Relaxin signaling pathway","13/746","121/7064",0.517883844187294,0.998088689838028,0.916845118811657,"5567/2786/7423/408/113/2775/5595/5605/23236/5594/2771/114/1287",13
"505","down","hsa04151","PI3K-Akt signaling pathway","34/746","321/7064",0.520741925132884,0.998088689838028,0.916845118811657,"2475/842/7143/2786/7423/5526/2065/3679/5595/23035/23533/23239/284217/5585/5605/2057/10971/5594/3680/256076/2261/3815/2246/5521/3326/3910/7058/3696/5649/5516/2260/5747/3371/1287",34
"506","down","hsa04744","Phototransduction","3/746","26/7064",0.527910507965936,0.999999999996842,0.918600849948064,"801/8787/805",3
"507","down","hsa00240","Pyrimidine metabolism","6/746","55/7064",0.53103588957675,0.999999999996842,0.918600849948064,"84618/4833/790/955/56474/8623",6
"508","down","hsa04010","MAPK signaling pathway","30/746","285/7064",0.537417321879065,0.999999999996842,0.918600849948064,"5567/3925/9479/7423/4296/408/2065/7132/9252/23162/9344/5595/57551/4763/4137/8913/782/59283/5605/8605/25780/5594/7867/55799/2261/3815/2246/2318/2260/7186",30
"509","down","hsa00511","Other glycan degradation","2/746","17/7064",0.54927436237403,0.999999999996842,0.918600849948064,"2629/4123",2
"510","down","hsa04613","Neutrophil extracellular trap formation","13/746","124/7064",0.555057023504662,0.999999999996842,0.918600849948064,"2475/3683/5336/5595/10014/71/5605/23236/5335/5594/79885/1182/1183",13
"511","down","hsa01250","Biosynthesis of nucleotide sugars","4/746","37/7064",0.558843126841499,0.999999999996842,0.918600849948064,"2585/55577/2645/91373",4
"512","down","hsa05216","Thyroid cancer","4/746","37/7064",0.558843126841499,0.999999999996842,0.918600849948064,"7175/5595/5605/5594",4
"513","down","hsa05030","Cocaine addiction","5/746","47/7064",0.563166349783519,0.999999999996842,0.918600849948064,"5567/8787/2771/2902/116443",5
"514","down","hsa04062","Chemokine signaling pathway","18/746","173/7064",0.564406350998869,0.999999999996842,0.918600849948064,"5567/2786/408/113/5336/5595/23533/6348/23236/5335/57580/5594/2771/1524/387/1794/114/5747",18
"515","down","hsa05152","Tuberculosis","16/746","155/7064",0.578288806619959,0.999999999996842,0.918600849948064,"842/818/5869/7132/3916/801/3687/5595/535/9902/805/5594/7879/387/817/8767",16
"516","down","hsa05146","Amoebiasis","9/746","87/7064",0.578337844931158,0.999999999996842,0.918600849948064,"5567/5052/5869/284217/23236/7879/3910/5747/1287",9
"517","down","hsa00380","Tryptophan metabolism","4/746","38/7064",0.580636517868135,0.999999999996842,0.918600849948064,"121278/217/501/39",4
"518","down","hsa01210","2-Oxocarboxylic acid metabolism","2/746","18/7064",0.581106388799916,0.999999999996842,0.918600849948064,"84706/50",2
"519","down","hsa00520","Amino sugar and nucleotide sugar metabolism","5/746","48/7064",0.582528570241484,0.999999999996842,0.918600849948064,"2585/55577/2645/91373/5973",5
"520","down","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","7/746","68/7064",0.587349413097116,0.999999999996842,0.918600849948064,"83700/1445/7082/5336/535/5335/5803",7
"521","down","hsa04810","Regulation of actin cytoskeleton","22/746","214/7064",0.587750836149457,0.999999999996842,0.918600849948064,"4660/5962/3679/3683/3687/5595/8396/71/10297/5605/50649/10152/5594/3680/387/4638/2261/2246/3696/2260/5747/2934",22
"522","down","hsa05010","Alzheimer disease","36/746","349/7064",0.587902851819987,0.999999999996842,0.918600849948064,"23385/824/2475/842/10313/322/23130/2915/23621/4035/7132/3709/4891/801/3831/5595/4137/1856/9706/8678/8313/10297/55851/348/5605/805/23236/1457/351/5594/5708/6622/203068/7280/7186/2902",36
"523","down","hsa05417","Lipid and atherosclerosis","19/746","185/7064",0.588069720948646,0.999999999996842,0.918600849948064,"7412/842/818/29110/7132/4973/801/5595/6348/805/23236/5335/5594/387/817/3326/5747/7186/19",19
"524","down","hsa04662","B cell receptor signaling pathway","8/746","78/7064",0.589944850240756,0.999999999996842,0.918600849948064,"975/5336/5595/11006/5605/25780/5594/84433",8
"525","down","hsa05203","Viral carcinogenesis","17/746","166/7064",0.592101518479238,0.999999999996842,0.918600849948064,"5567/23352/1642/1108/5315/5595/2648/10014/3249/10971/5594/79885/387/23513/2934/7186/1654",17
"526","down","hsa04923","Regulation of lipolysis in adipocytes","5/746","49/7064",0.601420132391437,0.999999999996842,0.918600849948064,"5567/113/2771/114/5742",5
"527","down","hsa05033","Nicotine addiction","4/746","39/7064",0.60179908722291,0.999999999996842,0.918600849948064,"8973/2902/116443/2556",4
"528","down","hsa00020","Citrate cycle (TCA cycle)","3/746","29/7064",0.60418187709456,0.999999999996842,0.918600849948064,"5091/47/50",3
"529","down","hsa05032","Morphine addiction","9/746","89/7064",0.606570592878655,0.999999999996842,0.918600849948064,"5567/2786/408/113/2775/2771/4988/114/2556",9
"530","down","hsa04064","NF-kappa B signaling pathway","10/746","99/7064",0.608458005518909,0.999999999996842,0.918600849948064,"7412/142/7132/1540/5336/5335/1457/84433/7186/1896",10
"531","down","hsa05160","Hepatitis C","13/746","130/7064",0.625925377506514,0.999999999996842,0.918600849948064,"842/975/29110/7132/440275/5595/5605/10971/5594/7098/5521/5516/7186",13
"532","down","hsa01232","Nucleotide metabolism","8/746","81/7064",0.633705883030038,0.999999999996842,0.918600849948064,"26289/84618/4833/955/3615/954/56474/8623",8
"533","down","hsa00310","Lysine degradation","6/746","61/7064",0.635297836048318,0.999999999996842,0.918600849948064,"217/51268/79823/501/39/10919",6
"534","down","hsa00040","Pentose and glucuronate interconversions","2/746","20/7064",0.63971185727535,0.999999999996842,0.918600849948064,"51084/6652",2
"535","down","hsa00220","Arginine biosynthesis","2/746","20/7064",0.63971185727535,0.999999999996842,0.918600849948064,"2752/84706",2
"536","down","hsa04141","Protein processing in endoplasmic reticulum","16/746","161/7064",0.641110026379248,0.999999999996842,0.918600849948064,"824/26232/55176/56681/23193/84447/54431/6238/7095/10299/7322/821/3326/5071/7186/7415",16
"537","down","hsa05034","Alcoholism","12/746","122/7064",0.64760272268963,0.999999999996842,0.918600849948064,"5567/2786/801/2775/5595/10014/805/5594/79885/2771/2902/116443",12
"538","down","hsa04146","Peroxisome","8/746","82/7064",0.64770491859666,0.999999999996842,0.918600849948064,"5052/1610/4598/5826/51268/10478/30/2182",8
"539","down","hsa04210","Apoptosis","13/746","132/7064",0.648276839009046,0.999999999996842,0.918600849948064,"824/842/142/8722/1075/7132/3709/5595/71/5605/5594/6709/7186",13
"540","down","hsa01240","Biosynthesis of cofactors","13/746","133/7064",0.659184101886804,0.999999999996842,0.918600849948064,"7389/26289/217/51109/4833/23475/790/133686/2729/29968/2356/210/56474",13
"541","down","hsa05224","Breast cancer","13/746","133/7064",0.659184101886804,0.999999999996842,0.918600849948064,"388585/2475/5595/1856/8313/10297/5605/5594/3815/2246/23493/2260/4851",13
"542","down","hsa01522","Endocrine resistance","9/746","93/7064",0.660044774955878,0.999999999996842,0.918600849948064,"5567/2475/113/5595/5605/5594/114/5747/4851",9
"543","down","hsa04660","T cell receptor signaling pathway","11/746","114/7064",0.670528980109695,0.999999999996842,0.918600849948064,"5526/5595/5605/5133/5335/5594/387/5521/2534/84433/5516",11
"544","down","hsa04350","TGF-beta signaling pathway","10/746","104/7064",0.671379776631857,0.999999999996842,0.918600849948064,"4756/56963/5595/130399/655/5594/387/658/9765/5516",10
"545","down","hsa03020","RNA polymerase","3/746","32/7064",0.671834836880057,0.999999999996842,0.918600849948064,"5436/5430/171568",3
"546","down","hsa00920","Sulfur metabolism","1/746","10/7064",0.672687695053603,0.999999999996842,0.918600849948064,"8991",1
"547","down","hsa00970","Aminoacyl-tRNA biosynthesis","4/746","43/7064",0.679684985659686,0.999999999996842,0.918600849948064,"123283/16/1615/57505",4
"548","down","hsa05215","Prostate cancer","9/746","95/7064",0.685138554059332,0.999999999996842,0.918600849948064,"2475/842/6935/5595/5605/5594/3326/4824/2260",9
"549","down","hsa05210","Colorectal cancer","8/746","85/7064",0.687802552644593,0.999999999996842,0.918600849948064,"2475/842/5595/8313/10297/5605/5594/387",8
"550","down","hsa00590","Arachidonic acid metabolism","5/746","54/7064",0.68814192686265,0.999999999996842,0.918600849948064,"1571/8605/8398/5742/5730",5
"551","down","hsa00515","Mannose type O-glycan biosynthesis","2/746","22/7064",0.691666795920363,0.999999999996842,0.918600849948064,"29954/135152",2
"552","down","hsa05142","Chagas disease","9/746","96/7064",0.697250558986249,0.999999999996842,0.918600849948064,"7132/2775/5595/6348/23236/5594/2771/5521/5516",9
"553","down","hsa00830","Retinol metabolism","4/746","44/7064",0.697398828595311,0.999999999996842,0.918600849948064,"51109/10170/339761/216",4
"554","down","hsa04913","Ovarian steroidogenesis","4/746","44/7064",0.697398828595311,0.999999999996842,0.918600849948064,"5567/113/8605/114",4
"555","down","hsa05217","Basal cell carcinoma","5/746","56/7064",0.719004124282808,0.999999999996842,0.918600849948064,"1856/8313/10297/64399/2737",5
"556","down","hsa04723","Retrograde endocannabinoid signaling","13/746","139/7064",0.720566594191702,0.999999999996842,0.918600849948064,"2166/5567/2786/2915/3709/113/2775/5595/23236/5594/2771/114/2556",13
"557","down","hsa04933","AGE-RAGE signaling pathway in diabetic complications","9/746","98/7064",0.720581493555167,0.999999999996842,0.918600849948064,"7412/183/7423/5336/5595/23236/5335/5594/1287",9
"558","down","hsa05418","Fluid shear stress and atherosclerosis","12/746","129/7064",0.72250636057496,0.999999999996842,0.918600849948064,"7412/2946/7132/801/71/9817/805/387/658/3326/6383/5747",12
"559","down","hsa04972","Pancreatic secretion","8/746","88/7064",0.724915141945003,0.999999999996842,0.918600849948064,"477/493/3709/113/482/23236/387/114",8
"560","down","hsa05130","Pathogenic Escherichia coli infection","17/746","181/7064",0.733087971576913,0.999999999996842,0.918600849948064,"842/9826/10006/7132/7082/5595/9368/71/4691/5594/387/4651/203068/4646/7280/2534/7186",17
"561","down","hsa05016","Huntington disease","27/746","282/7064",0.737187495765915,0.999999999996842,0.918600849948064,"127602/2475/842/10121/161/5436/23130/2915/10540/3831/5430/163/9706/8678/1768/1639/23236/6874/5708/3064/6507/203068/7280/6804/10671/7186/2902",27
"562","down","hsa00790","Folate biosynthesis","2/746","24/7064",0.737283256120177,0.999999999996842,0.918600849948064,"121278/2356",2
"563","down","hsa04610","Complement and coagulation cascades","6/746","68/7064",0.737832415535448,0.999999999996842,0.918600849948064,"3687/5648/717/720/721/1191",6
"564","down","hsa00730","Thiamine metabolism","1/746","12/7064",0.738261560429055,0.999999999996842,0.918600849948064,"26289",1
"565","down","hsa04260","Cardiac muscle contraction","7/746","79/7064",0.742729130160359,0.999999999996842,0.918600849948064,"477/6547/482/782/59283/55799/84679",7
"566","down","hsa04940","Type I diabetes mellitus","3/746","36/7064",0.748244509013918,0.999999999996842,0.918600849948064,"2571/1363/5799",3
"567","down","hsa05145","Toxoplasmosis","9/746","102/7064",0.763596645658563,0.999999999996842,0.918600849948064,"842/7132/2775/5595/23533/284217/5594/2771/3910",9
"568","down","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","1/746","13/7064",0.765949716401818,0.999999999996842,0.918600849948064,"4166",1
"569","down","hsa05223","Non-small cell lung cancer","6/746","72/7064",0.78634627108358,0.999999999996842,0.918600849948064,"842/5336/5595/5605/5335/5594",6
"570","down","hsa00430","Taurine and hypotaurine metabolism","1/746","14/7064",0.790712375820942,0.999999999996842,0.918600849948064,"2571",1
"571","down","hsa04550","Signaling pathways regulating pluripotency of stem cells","11/746","126/7064",0.79073155472746,0.999999999996842,0.918600849948064,"5080/5595/1856/8313/10297/5605/130399/5594/2261/658/2260",11
"572","down","hsa00562","Inositol phosphate metabolism","6/746","73/7064",0.797343551247738,0.999999999996842,0.918600849948064,"3705/5336/8396/23236/5335/23007",6
"573","down","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","7/746","85/7064",0.807825675573582,0.999999999996842,0.918600849948064,"2475/5595/5605/5133/5335/1457/5594",7
"574","down","hsa00860","Porphyrin metabolism","2/746","28/7064",0.811386711228473,0.999999999996842,0.918600849948064,"7389/210",2
"575","down","hsa00450","Selenocompound metabolism","1/746","15/7064",0.812858271939747,0.999999999996842,0.918600849948064,"7296",1
"576","down","hsa04625","C-type lectin receptor signaling pathway","8/746","97/7064",0.817775647071913,0.999999999996842,0.918600849948064,"3709/801/1540/5336/5595/805/5594/387",8
"577","down","hsa04650","Natural killer cell mediated cytotoxicity","8/746","97/7064",0.817775647071913,0.999999999996842,0.918600849948064,"3683/5336/5595/5605/5335/5594/6452/2534",8
"578","down","hsa03018","RNA degradation","6/746","75/7064",0.81802246149025,0.999999999996842,0.918600849948064,"5214/51013/1656/255967/5211/54464",6
"579","down","hsa05221","Acute myeloid leukemia","5/746","64/7064",0.820428138115703,0.999999999996842,0.918600849948064,"2475/5595/5605/5594/3815",5
"580","down","hsa04973","Carbohydrate digestion and absorption","3/746","41/7064",0.822956082712164,0.999999999996842,0.918600849948064,"477/482/23236",3
"581","down","hsa04213","Longevity regulating pathway - multiple species","4/746","53/7064",0.825572460127869,0.999999999996842,0.918600849948064,"5567/2475/113/114",4
"582","down","hsa05150","Staphylococcus aureus infection","5/746","65/7064",0.830746033095613,0.999999999996842,0.918600849948064,"3683/5648/717/720/721",5
"583","down","hsa00910","Nitrogen metabolism","1/746","16/7064",0.832663595976199,0.999999999996842,0.918600849948064,"2752",1
"584","down","hsa00230","Purine metabolism","10/746","121/7064",0.83603228013509,0.999999999996842,0.918600849948064,"26289/84618/4833/113/955/3615/2982/2983/114/954",10
"585","down","hsa04630","JAK-STAT signaling pathway","10/746","121/7064",0.83603228013509,0.999999999996842,0.918600849948064,"3595/2475/163702/50615/2670/9306/2057/3590/2273/1438",10
"586","down","hsa05135","Yersinia infection","11/746","133/7064",0.844376974601179,0.999999999996842,0.918600849948064,"29110/5595/71/5585/5605/5335/63916/5594/387/5747/7186",11
"587","down","hsa04612","Antigen processing and presentation","4/746","55/7064",0.846975873157545,0.999999999996842,0.918600849948064,"5720/567/821/3326",4
"588","down","hsa04917","Prolactin signaling pathway","5/746","67/7064",0.849933113708132,0.999999999996842,0.918600849948064,"5595/9306/5605/5594/2645",5
"589","down","hsa05211","Renal cell carcinoma","5/746","67/7064",0.849933113708132,0.999999999996842,0.918600849948064,"9915/6923/5595/5605/5594",5
"590","down","hsa04150","mTOR signaling pathway","12/746","145/7064",0.85223833627856,0.999999999996842,0.918600849948064,"2475/79899/6520/7132/6249/5595/1856/9706/5605/5594/387/2887",12
"591","down","hsa05207","Chemical carcinogenesis - receptor activation","14/746","167/7064",0.855316827058007,0.999999999996842,0.918600849948064,"5567/2946/2475/408/113/5595/3837/3838/5605/5594/2771/3840/3326/114",14
"592","down","hsa01524","Platinum drug resistance","5/746","68/7064",0.858829994515488,0.999999999996842,0.918600849948064,"2946/842/5595/2067/5594",5
"593","down","hsa05218","Melanoma","5/746","68/7064",0.858829994515488,0.999999999996842,0.918600849948064,"5595/5605/5594/2246/2260",5
"594","down","hsa00514","Other types of O-glycan biosynthesis","3/746","45/7064",0.868283092853847,0.999999999996842,0.918600849948064,"29954/23275/117248",3
"595","down","hsa03050","Proteasome","3/746","45/7064",0.868283092853847,0.999999999996842,0.918600849948064,"5720/9491/5708",3
"596","down","hsa03083","Polycomb repressive complex","6/746","81/7064",0.870161389399894,0.999999999996842,0.918600849948064,"57713/1911/3607/7322/26053/6322",6
"597","down","hsa05164","Influenza A","12/746","148/7064",0.87028701061731,0.999999999996842,0.918600849948064,"2224/842/103/29110/7132/5595/3838/71/5605/5594/7098/90865",12
"598","down","hsa05014","Amyotrophic lateral sclerosis","30/746","338/7064",0.87086982009569,0.999999999996842,0.918600849948064,"127602/2475/842/7175/10133/10121/9973/23130/29110/7132/10540/6311/9818/3831/2521/4927/9706/8678/71/1768/1639/84557/5708/203068/7280/5071/10671/7186/2902/7415",30
"599","down","hsa05204","Chemical carcinogenesis - DNA adducts","3/746","46/7064",0.877882686254206,0.999999999996842,0.918600849948064,"2946/1571/374875",3
"600","down","hsa03420","Nucleotide excision repair","4/746","59/7064",0.883172374589657,0.999999999996842,0.918600849948064,"5436/1642/5430/2067",4
"601","down","hsa04623","Cytosolic DNA-sensing pathway","4/746","60/7064",0.890967703390725,0.999999999996842,0.918600849948064,"103/29110/171568/90865",4
"602","down","hsa00980","Metabolism of xenobiotics by cytochrome P450","3/746","48/7064",0.895235973380756,0.999999999996842,0.918600849948064,"2946/1571/374875",3
"603","down","hsa04620","Toll-like receptor signaling pathway","6/746","85/7064",0.897504259383679,0.999999999996842,0.918600849948064,"29110/5595/6348/5605/5594/7098",6
"604","down","hsa00983","Drug metabolism - other enzymes","4/746","61/7064",0.898304014814617,0.999999999996842,0.918600849948064,"2946/1571/4833/3615",4
"605","down","hsa04657","IL-17 signaling pathway","5/746","74/7064",0.903388911327446,0.999999999996842,0.918600849948064,"29110/5595/5594/3326/7186",5
"606","down","hsa00770","Pantothenate and CoA biosynthesis","1/746","21/7064",0.904373122712014,0.999999999996842,0.918600849948064,"217",1
"607","down","hsa05166","Human T-cell leukemia virus 1 infection","17/746","210/7064",0.906122621564917,0.999999999996842,0.918600849948064,"5567/2224/119504/10524/7132/567/83660/3683/113/5595/2648/996/5605/5594/821/114/29882",17
"608","down","hsa00510","N-Glycan biosynthesis","3/746","50/7064",0.910341721961438,0.999999999996842,0.918600849948064,"23193/4122/4124",3
"609","down","hsa05012","Parkinson disease","20/746","245/7064",0.915244249449055,0.999999999996842,0.918600849948064,"9927/5567/842/818/3709/4891/801/3831/4137/9817/805/5335/2771/5708/7318/6622/817/203068/7280/5071",20
"610","down","hsa05212","Pancreatic cancer","5/746","76/7064",0.915244732585726,0.999999999996842,0.918600849948064,"2475/842/5595/5338/5594",5
"611","down","hsa03460","Fanconi anemia pathway","3/746","51/7064",0.917128790851959,0.999999999996842,0.918600849948064,"2067/51455/57599",3
"612","down","hsa04920","Adipocytokine signaling pathway","4/746","64/7064",0.917766770001645,0.999999999996842,0.918600849948064,"2475/7132/7186/2182",4
"613","down","hsa05134","Legionellosis","3/746","52/7064",0.923444469952644,0.999999999996842,0.918600849948064,"842/56681/7415",3
"614","down","hsa05222","Small cell lung cancer","6/746","92/7064",0.933573445091378,0.999999999996842,0.918600849948064,"842/284217/3910/5747/7186/1287",6
"615","down","hsa00513","Various types of N-glycan biosynthesis","2/746","40/7064",0.934639134870423,0.999999999996842,0.918600849948064,"4122/4124",2
"616","down","hsa04966","Collecting duct acid secretion","1/746","25/7064",0.9389001495663,0.999999999996842,0.918600849948064,"535",1
"617","down","hsa05226","Gastric cancer","9/746","130/7064",0.941283631031548,0.999999999996842,0.918600849948064,"2475/5595/1856/8313/10297/5605/1496/5594/2246",9
"618","down","hsa04380","Osteoclast differentiation","8/746","119/7064",0.94411877475591,0.999999999996842,0.918600849948064,"7132/1540/5336/5595/11006/5594/2534/7186",8
"619","down","hsa04110","Cell cycle","11/746","155/7064",0.946278631920152,0.999999999996842,0.918600849948064,"119504/5526/996/51343/10971/4171/5516/5591/29882/8243/546",11
"620","down","hsa04659","Th17 cell differentiation","6/746","96/7064",0.948694145546757,0.999999999996842,0.918600849948064,"2475/50615/5595/5335/5594/3326",6
"621","down","hsa00982","Drug metabolism - cytochrome P450","2/746","43/7064",0.950422038635949,0.999999999996842,0.918600849948064,"2946/1571",2
"622","down","hsa04668","TNF signaling pathway","7/746","109/7064",0.950786113838279,0.999999999996842,0.918600849948064,"7412/7132/9252/1540/5595/5594/7186",7
"623","down","hsa04211","Longevity regulating pathway","5/746","84/7064",0.950803110004417,0.999999999996842,0.918600849948064,"5567/2475/113/10919/114",5
"624","down","hsa04658","Th1 and Th2 cell differentiation","5/746","84/7064",0.950803110004417,0.999999999996842,0.918600849948064,"3595/5595/5335/5594/4851",5
"625","down","hsa04115","p53 signaling pathway","4/746","71/7064",0.950824272338969,0.999999999996842,0.918600849948064,"4194/842/25946/575",4
"626","down","hsa04392","Hippo signaling pathway - multiple species","1/746","27/7064",0.951165542768857,0.999999999996842,0.918600849948064,"23286",1
"627","down","hsa03410","Base excision repair","2/746","44/7064",0.954821936381808,0.999999999996842,0.918600849948064,"142/7515",2
"628","down","hsa00350","Tyrosine metabolism","1/746","28/7064",0.956342536529612,0.999999999996842,0.918600849948064,"1312",1
"629","down","hsa04931","Insulin resistance","6/746","101/7064",0.96321283481819,0.999999999996842,0.918600849948064,"5792/2475/183/7132/6720/5834",6
"630","down","hsa04080","Neuroactive ligand-receptor interaction","22/746","288/7064",0.964277018258414,0.999999999996842,0.918600849948064,"183/64106/797/2915/5025/4828/7067/116/23620/2897/7068/2741/4988/117/148/8973/4986/2902/116443/2742/8862/2556",22
"631","down","hsa00512","Mucin type O-glycan biosynthesis","1/746","30/7064",0.965110013058165,0.999999999996842,0.918600849948064,"117248",1
"632","down","hsa01523","Antifolate resistance","1/746","30/7064",0.965110013058165,0.999999999996842,0.918600849948064,"2356",1
"633","down","hsa05171","Coronavirus disease - COVID-19","14/746","201/7064",0.969903765798267,0.999999999996842,0.918600849948064,"103/6229/29110/7132/5336/5595/6234/5335/5594/5648/7098/717/720/721",14
"634","down","hsa05161","Hepatitis B","9/746","144/7064",0.974109809998188,0.999999999996842,0.918600849948064,"842/1642/29110/5595/5605/10971/5594/7098/1654",9
